gene_ID,9239-ZC-0007_S1_control,9239-ZC-0008_S1_control,9239-ZC-0009_S1_control,9239-ZC-0010_S1_KCTie2,9239-ZC-0011_S1_KCTie2,9239-ZC-0012_S1_KCTie2
ENSMUSG00000038671,528.69,517.146,554.414,535.943,526.722,522.645
ENSMUSG00000038677,415.669,371.117,387.897,364.172,301.756,286.706
ENSMUSG00000038679,4038.24,4944.57,5148.14,4052.53,4209.58,5187.91
ENSMUSG00000038683,473.786,459.194,450.542,504.067,443.464,479.053
ENSMUSG00000038685,327.763,345.221,408.6,417.465,365.942,300.315
ENSMUSG00000038690,2214.5,1810.34,1994.26,2108.43,2395.7,2241.96
ENSMUSG00000038692,461.179,563.254,561.487,490.743,520.988,389.23
ENSMUSG00000038695,522.11,621.066,714.374,499.625,490.979,573.411
ENSMUSG00000038696,1350.97,1403.18,1348.92,1420.05,1330.4,1451.68
ENSMUSG00000038697,378.24,381.328,408.98,443.433,389.461,398.032
ENSMUSG00000038700,392.896,427.809,424.836,408.582,471.806,339.329
ENSMUSG00000038702,110.305,119.754,128.533,125.462,115.034,98.8954
ENSMUSG00000038704,933.912,984.456,1187.92,621.756,677.701,841.064
ENSMUSG00000038705,474.836,417.072,453.249,418.575,405.12,425.522
ENSMUSG00000038708,7466.1,7426.03,7309.99,7856.27,7762.61,7800.07
ENSMUSG00000038712,2392.05,2491.71,2580.13,2546.99,2717.47,2397.99
ENSMUSG00000038717,2102.91,1866.04,2125.94,2104.33,2214.07,2205.44
ENSMUSG00000038718,216.408,175.914,159.652,204.291,190.89,198.698
ENSMUSG00000038721,340.369,355.131,366.658,353.069,335.933,359.29
ENSMUSG00000038722,560.115,476.905,554.931,449.707,534.476,481.313
ENSMUSG00000038729,4307.59,4959.62,3924.43,4170.58,4537.55,4527.5
ENSMUSG00000038732,104.002,137.097,110.944,115.469,108.365,82.564
ENSMUSG00000038733,3665.28,3452.99,3722.05,3417.44,3562.66,3497.64
ENSMUSG00000038736,247.923,310.099,291.689,316.297,270.594,304.362
ENSMUSG00000038738,105.052,120.579,98.7676,152.108,120.869,96.1734
ENSMUSG00000038740,1204.95,1234.7,1262.33,1283.48,1091.16,1183.12
ENSMUSG00000038745,3248.17,3323.37,3907.43,2741.25,2892.47,3064.89
ENSMUSG00000038759,690.194,730.909,679.197,700.587,743.555,736.724
ENSMUSG00000038762,1505.39,1594.79,1603.28,1537.73,1497.94,1507.02
ENSMUSG00000038764,2041.17,1873.93,1799.47,1906.35,2053.95,1902.6
ENSMUSG00000038765,99.7996,84.2404,58.1782,119.91,106.698,82.564
ENSMUSG00000038766,1591.54,1663.09,1652.42,1771.81,1801.31,1674.83
ENSMUSG00000038773,2011.76,2104.38,2028.11,2253.86,2185.64,2084.04
ENSMUSG00000038774,1236.47,1223.14,1132.44,1163.57,1172.01,1240.27
ENSMUSG00000038775,1297.39,1318.11,1635.76,877.121,978.624,984.419
ENSMUSG00000038776,742.722,872.13,564.192,1150.24,801.897,809.303
ENSMUSG00000038777,95.5975,88.3698,94.7087,141.005,75.0222,85.2859
ENSMUSG00000038780,516.857,600.42,560.133,683.931,572.668,635.106
ENSMUSG00000038781,171.235,178.391,150.181,226.497,185.888,163.313
ENSMUSG00000038782,162.831,129.664,133.945,149.888,201.726,142.446
ENSMUSG00000038784,703.85,692.919,742.787,650.624,727.716,723.117
ENSMUSG00000038797,197.498,212.253,173.182,186.527,190.056,172.386
ENSMUSG00000038803,839.747,831.048,882.984,901.783,877.037,972.14
ENSMUSG00000038806,326.712,366.693,311.186,296.444,330.098,350.217
ENSMUSG00000038807,1461.28,1568.36,1449.04,1657.64,1993.9,1673.04
ENSMUSG00000038811,63.0313,70.2003,58.1782,62.1756,57.517,69.8619
ENSMUSG00000038812,358.723,368.561,440.728,309.697,282.442,322.361
ENSMUSG00000038816,732.213,758.989,583.135,895.994,852.752,773.925
ENSMUSG00000038822,163.881,208.123,205.653,198.74,208.395,186.903
ENSMUSG00000038827,279.439,270.89,308.48,353.068,327.598,307.574
ENSMUSG00000038828,1453.22,1454.93,1542.11,1491.03,1453.02,1504
ENSMUSG00000038831,573.585,564.081,553.37,479.641,610.181,529.861
ENSMUSG00000038836,346.672,336.136,384.247,339.745,335.099,342.958
ENSMUSG00000038838,598.797,585.949,635.902,529.603,584.741,572.98
ENSMUSG00000038843,19107.5,16751.6,20706.6,13184.5,15723.7,17704.6
ENSMUSG00000038844,2921.47,2874.1,3000.9,2695.74,2984.28,2711
ENSMUSG00000038845,1617.84,1565.34,1897.48,1656.51,1879.51,1712.23
ENSMUSG00000038848,839.362,774.685,860.496,781.633,791.897,871.915
ENSMUSG00000038855,2025.41,2031.68,2056.53,2196.13,2049.77,1889.9
ENSMUSG00000038859,607.202,532.696,515.486,508.507,568.502,575.227
ENSMUSG00000038860,32.5662,41.2943,16.2358,33.3084,23.3402,16.3313
ENSMUSG00000038861,1184.69,1268.25,1206.64,1212.14,1301.05,1263.21
ENSMUSG00000038866,1074.69,953.072,990.38,1032.56,906.938,919.999
ENSMUSG00000038871,745.87,780.463,791.494,752.771,706.875,728.56
ENSMUSG00000038872,1501.19,1721.99,1424.7,1998.5,1596.31,1545.13
ENSMUSG00000038876,576.432,523.995,581.43,574.117,609.455,520.412
ENSMUSG00000038879,141.82,159.396,144.769,158.77,208.395,151.519
ENSMUSG00000038880,818.542,952.91,892.911,894.341,886.724,872.345
ENSMUSG00000038884,119.241,193.77,203.911,233.731,192.09,159.669
ENSMUSG00000038886,1451.18,1544.73,1480.16,1602.9,1573.55,1366.65
ENSMUSG00000038888,126.063,136.271,128.533,158.77,112.533,146.982
ENSMUSG00000038893,165.786,177.566,166.417,230.938,232.569,189.625
ENSMUSG00000038894,1814.25,1574.96,1593.81,2239.39,1292.05,1725.68
ENSMUSG00000038895,247.923,239.507,242.184,311.988,270.914,240.434
ENSMUSG00000038900,133.413,132.723,144.613,147.87,135.576,149.528
ENSMUSG00000038902,1063.13,1187.63,1109.45,1132.48,1197.02,1110.54
ENSMUSG00000038903,118.652,115.624,145.892,108.807,119.927,97.9881
ENSMUSG00000038909,910.802,882.873,1048.56,988.154,913.607,877.357
ENSMUSG00000038910,448.573,509.572,443.778,410.803,409.289,446.389
ENSMUSG00000038914,3746.15,3597.57,3243.1,3279.77,3331,3386.03
ENSMUSG00000038930,124.931,121.595,119.403,186.689,131.126,99.467
ENSMUSG00000038936,337.217,276.672,331.481,249.813,286.751,301.223
ENSMUSG00000038943,27.3945,43.5823,28.0719,87.55,63.9319,50.237
ENSMUSG00000038949,823.609,771.378,788.788,833.818,826.077,759.407
ENSMUSG00000038954,175.437,141.227,200.241,178.755,171.718,191.44
ENSMUSG00000038957,596.901,582.104,624.748,488.83,534.642,561.719
ENSMUSG00000038963,532.614,520.309,289.538,1074.75,523.49,498.106
ENSMUSG00000038965,1675.76,1560.61,1672.32,1482.69,1583.06,1725.87
ENSMUSG00000038967,5272.59,4596.03,5221.17,4820.84,4912.34,4763.34
ENSMUSG00000038970,5328.25,5155.18,5525.57,5044,4987.31,5369.38
ENSMUSG00000038975,598.797,551.691,593.958,492.964,595.176,604.261
ENSMUSG00000038976,1320.51,1583.23,1352.98,1866.39,1571.31,1472.55
ENSMUSG00000038982,371.885,320.444,336.892,331.973,398.452,416.449
ENSMUSG00000038984,129.214,116.45,131.239,93.2634,94.1946,117.949
ENSMUSG00000038990,382.39,343.569,365.161,397.266,453.467,332.773
ENSMUSG00000038991,1968.68,1863.22,2056.3,1945.18,2147.07,1907.7
ENSMUSG00000039000,1482.29,1434.56,1528.87,1354.54,1457.93,1551.47
ENSMUSG00000039001,373.986,353.693,265.184,419.853,289.776,396.661
ENSMUSG00000039004,1399.3,1506.42,1465.28,1566.6,1596.31,1472.01
ENSMUSG00000039005,173.336,190.78,144.769,188.747,150.878,157.87
ENSMUSG00000039007,1129.31,1097.57,1182.45,964.792,1124.5,1066.07
ENSMUSG00000039016,839.367,663.187,731.963,742.777,879.427,826.548
ENSMUSG00000039018,205.902,194.083,208.359,226.497,225.9,226.824
ENSMUSG00000039021,29.4146,13.2596,12.1768,24.4261,25.0639,25.4043
ENSMUSG00000039031,1853.11,1666.65,1979.41,1362.32,1616.32,1573.27
ENSMUSG00000039033,220.609,204.82,193.476,234.269,213.397,222.288
ENSMUSG00000039037,54.6271,69.3744,70.355,65.5064,33.3432,61.6962
ENSMUSG00000039041,801.198,836.788,853.303,745.965,753.673,732.568
ENSMUSG00000039043,366.632,331.18,317.951,495.184,420.958,410.098
ENSMUSG00000039046,1006.38,983.63,938.607,981.482,1019.42,1087.77
ENSMUSG00000039047,965.431,975.372,1085.09,932.635,942.778,1032.5
ENSMUSG00000039048,731.162,649.147,639.96,665.058,682.701,723.116
ENSMUSG00000039050,1048.42,936.553,1003.91,1013.69,999.458,998.031
ENSMUSG00000039058,54.6271,106.539,64.9431,75.499,59.1842,105.246
ENSMUSG00000039062,3946.69,3448,4583.83,4016.86,4700.46,4739.59
ENSMUSG00000039063,543.12,554.996,564.193,488.522,474.307,568.875
ENSMUSG00000039065,491.645,469.103,435.66,426.347,413.456,454.556
ENSMUSG00000039067,957.026,1046.4,1086.44,882.672,995.295,1048.84
ENSMUSG00000039068,2196.64,2076.1,2029.38,2052.8,2181.32,2163.68
ENSMUSG00000039069,431.765,388.992,424.836,355.289,377.612,352.031
ENSMUSG00000039081,2317.45,2432.23,2458.37,2848.98,2940.04,2597.59
ENSMUSG00000039086,244.772,275.846,235.419,300.886,305.924,285.799
ENSMUSG00000039087,3354.36,3774.32,3229.58,3406.34,3194.27,3497.64
ENSMUSG00000039089,370.834,374.126,319.303,293.114,339.267,320.276
ENSMUSG00000039092,28.3641,25.6025,16.2358,14.4336,15.838,19.9605
ENSMUSG00000039096,150.225,173.436,189.417,207.622,200.06,169.665
ENSMUSG00000039100,6769.56,5861.32,6842.03,5473.69,5800.89,6057.12
ENSMUSG00000039103,111.355,115.162,71.708,91.0428,76.6894,78.3474
ENSMUSG00000039105,1920.36,1738.89,1930.76,1804.13,1996.56,2004.03
ENSMUSG00000039108,1112.5,1163.68,1095.91,1142.48,1201.18,1080.6
ENSMUSG00000039109,26.263,18.9954,35.1775,37.7495,14.1709,20.8678
ENSMUSG00000039110,152.326,219.686,93.3557,270.908,112.533,193.254
ENSMUSG00000039115,487.442,628.499,470.838,535.154,540.161,548.914
ENSMUSG00000039116,164.932,150.507,135.937,179.739,145.77,139.724
ENSMUSG00000039117,600.899,622.721,635.901,712.799,648.521,617.873
ENSMUSG00000039126,52.5261,38.8166,25.7066,48.8523,30.8425,40.8284
ENSMUSG00000039128,606.151,545.084,612.9,531.823,567.668,544.378
ENSMUSG00000039130,174.387,190.78,177.24,176.534,179.22,172.386
ENSMUSG00000039131,1505.49,1324.19,1581.75,1580.96,1734.67,1704.09
ENSMUSG00000039137,736.415,733.388,769.846,708.358,851.088,751.243
ENSMUSG00000039145,102.951,118.102,62.2371,148.777,130.872,150.611
ENSMUSG00000039148,754.508,819.725,751.049,811.307,747.167,736.578
ENSMUSG00000039153,59.6908,80.1109,74.4062,86.3819,51.8392,60.7889
ENSMUSG00000039154,110.305,152.789,113.65,158.77,151.712,98.8954
ENSMUSG00000039156,567.282,563.256,572.311,522.943,513.487,555.265
ENSMUSG00000039157,2288.07,1929.29,1955.08,1936.35,1709.7,1618.62
ENSMUSG00000039158,167.033,197.387,163.711,248.702,190.89,205.956
ENSMUSG00000039159,2156.78,2165.88,1937.55,1856.61,1879.76,1942.52
ENSMUSG00000039163,235.317,210.601,198.888,187.637,213.397,203.235
ENSMUSG00000039164,174.562,197.509,197.348,194.796,195.607,233.927
ENSMUSG00000039166,277.338,275.02,240.831,283.121,325.096,267.653
ENSMUSG00000039167,1311.05,1216.53,1179.8,1053.65,1184.52,1255.7
ENSMUSG00000039168,881.388,894.435,776.611,1494.43,1420.42,1215.78
ENSMUSG00000039176,1345.61,1340.4,1313.41,1368.84,1295.33,1254.41
ENSMUSG00000039178,563.081,502.965,533.073,478.53,505.149,513.528
ENSMUSG00000039182,337.217,369.998,418.071,358.619,315.093,358.382
ENSMUSG00000039183,439.118,428.635,485.72,445.222,470.14,472.702
ENSMUSG00000039187,13.7648,10.7488,21.9879,12.3407,36.7266,9.45794
ENSMUSG00000039191,970.678,1033.3,864.117,893.378,943.062,910.624
ENSMUSG00000039193,179.639,155.267,242.184,128.792,115.034,175.108
ENSMUSG00000039195,344.646,441.894,414.197,464.946,398.486,452.877
ENSMUSG00000039197,2109.45,1796.31,2116.04,1428.93,1638.83,1780.12
ENSMUSG00000039199,472.735,519.483,491.132,548.478,556.831,509.901
ENSMUSG00000039201,211.155,241.984,286.832,259.805,199.226,269.467
ENSMUSG00000039202,9743.95,9298.67,10220.7,7350.45,8056.93,8595.9
ENSMUSG00000039205,915.98,1000.1,910.372,1150.51,1016.93,965.229
ENSMUSG00000039206,378.989,358.739,396.678,333.009,336.213,370.688
ENSMUSG00000039208,316.207,242.811,313.891,313.098,257.577,264.93
ENSMUSG00000039210,761.628,676.401,718.434,742.776,588.508,704.063
ENSMUSG00000039218,18157.6,19961.9,19249.2,19751,19370.2,17859.7
ENSMUSG00000039219,1322.61,1261.95,1158.15,1229.08,1211.25,1278.38
ENSMUSG00000039220,1995.99,1983.76,1489.63,1819.76,1778.02,2172.96
ENSMUSG00000039221,212.918,192.754,215.604,161.747,150.523,154.664
ENSMUSG00000039230,880.717,963.994,979.543,982.008,935.479,829.966
ENSMUSG00000039231,218.508,174.098,193.476,222.646,198.42,152.875
ENSMUSG00000039232,21.0104,45.4237,28.4126,29.9775,25.841,39.0138
ENSMUSG00000039233,375.239,400.203,389.551,351.773,400.826,414.545
ENSMUSG00000039234,744.818,610.332,660.254,632.857,549.331,580.668
ENSMUSG00000039236,12.6063,32.2096,8.11789,24.4261,13.3373,27.2189
ENSMUSG00000039238,239.519,256.025,259.772,180.975,211.729,215.029
ENSMUSG00000039239,44.1219,75.9815,27.0596,65.5064,50.8484,43.5503
ENSMUSG00000039242,619.605,642.066,613.008,504.252,501.108,532.672
ENSMUSG00000039244,386.905,349.997,471.978,497.086,419.913,426.157
ENSMUSG00000039246,590.394,547.562,419.424,773.865,962.785,788.44
ENSMUSG00000039253,576.737,639.236,668.373,609.543,540.16,607.889
ENSMUSG00000039254,580.94,648.322,772.554,598.439,634.353,690.451
ENSMUSG00000039262,6044.66,6244.47,6018.02,6839.6,6457.2,5962.71
ENSMUSG00000039263,1446.56,1598.93,1729.1,1271.26,1317.89,1421.74
ENSMUSG00000039264,67.6218,49.7533,51.4133,61.0653,53.6624,49.9014
ENSMUSG00000039270,782.64,903.521,616.959,944.846,896.098,863.746
ENSMUSG00000039275,1010.6,1067.05,1024.21,1151.36,1173.68,1138.66
ENSMUSG00000039285,1394.04,1342.89,1426.04,1332.33,1374.58,1388.16
ENSMUSG00000039286,1722.86,2017.65,1853.58,1900.78,2001.43,1768.32
ENSMUSG00000039294,330.915,317.966,349.069,368.612,342.602,306.666
ENSMUSG00000039298,739.448,874.464,827.272,918.465,831.566,845.536
ENSMUSG00000039304,1482.29,1295.82,1531.58,950.399,912.771,1157.71
ENSMUSG00000039307,463.453,518.531,550.969,436.031,505.823,448.354
ENSMUSG00000039308,528.413,508.744,554.722,572.905,542.661,528.953
ENSMUSG00000039316,122.911,156.092,151.534,153.218,134.206,144.26
ENSMUSG00000039318,810.179,968.635,915.771,912.932,971.458,867.579
ENSMUSG00000039323,81.9407,279.976,47.3543,61.0653,15.838,42.643
ENSMUSG00000039328,104.002,121.405,132.592,105.476,130.872,106.154
ENSMUSG00000039339,30.4651,36.339,29.7656,26.6467,22.5067,24.497
ENSMUSG00000039345,79.8397,106.539,83.8848,114.359,97.5289,108.876
ENSMUSG00000039347,603.001,649.967,657.552,506.288,604.344,641.457
ENSMUSG00000039349,6262.16,5749.82,6607.96,5545.84,5606.66,5768.59
ENSMUSG00000039354,587.241,623.544,621.019,612.873,572.671,604.261
ENSMUSG00000039356,278.388,250.128,239.478,224.523,250.908,251.322
ENSMUSG00000039357,381.34,439.371,386.952,467.428,394.284,445.483
ENSMUSG00000039361,7071.1,6441.97,7043.65,5716.79,6603.66,6606.06
ENSMUSG00000039364,1052.62,810.194,987.676,763.873,741.055,835.621
ENSMUSG00000039367,3431.6,3568.42,3677.14,3169.18,3230.02,3495.71
ENSMUSG00000039375,30.4651,33.8613,29.7656,29.9775,43.3462,33.57
ENSMUSG00000039376,63.0313,66.8968,117.709,59.955,59.1842,69.8619
ENSMUSG00000039377,77.7386,68.5485,55.4722,78.8298,51.682,47.1794
ENSMUSG00000039382,568.333,540.66,679.196,510.639,514.318,557.988
ENSMUSG00000039384,61.9808,59.4638,32.4715,42.1906,41.679,39.9211
ENSMUSG00000039385,252.125,241.985,231.36,383.046,444.298,402.84
ENSMUSG00000039395,80.8902,75.9815,64.9431,69.9476,73.3551,72.5838
ENSMUSG00000039405,668.938,744.689,659.134,833.112,892.567,802.515
ENSMUSG00000039410,987.493,1059.62,918.674,1086.97,1150.34,1018.89
ENSMUSG00000039414,1275.33,1128.16,1183.86,1333.45,1299.56,1202.18
ENSMUSG00000039427,566.143,531.792,515.726,570.023,484.155,542.442
ENSMUSG00000039428,2090.54,2009.37,2079.53,1815.3,2154.81,2003.31
ENSMUSG00000039431,128.164,101.584,109.591,87.712,86.6923,91.637
ENSMUSG00000039438,7090.4,6287.68,8334.65,5954.14,6460.84,7044
ENSMUSG00000039449,762.679,722.651,777.964,621.756,703.54,795.701
ENSMUSG00000039450,1822.65,1842.55,1986.18,1538.85,1592.97,1597.75
ENSMUSG00000039452,154.919,105.624,159.831,131.151,136.529,129.827
ENSMUSG00000039456,495.847,447.63,416.718,482.971,436.796,438.224
ENSMUSG00000039457,637.668,830.014,469.484,873.788,460.97,626.943
ENSMUSG00000039458,1619.91,1475.85,1599.22,1324.56,1398.75,1441.69
ENSMUSG00000039461,606.15,481.492,524.957,586.227,520.987,511.716
ENSMUSG00000039462,75.6376,84.2404,113.65,73.2784,90.0267,90.7297
ENSMUSG00000039463,4835.57,5124.59,6087.01,4643.25,5265.64,5749.48
ENSMUSG00000039470,84.0418,70.2688,120.594,53.2934,53.3558,44.4576
ENSMUSG00000039473,1845.76,1801.26,1674.98,1939.66,1782.21,1788.27
ENSMUSG00000039474,804.704,958.018,556.076,1001.46,641.018,856.49
ENSMUSG00000039477,6345.16,6190.86,5800.19,6497.35,5821.05,5490.1
ENSMUSG00000039478,354.026,327.051,409.953,351.958,378.445,391.952
ENSMUSG00000039480,626.113,598.769,642.665,497.404,514.318,528.956
ENSMUSG00000039481,94.547,112.321,110.944,103.256,136.707,78.0275
ENSMUSG00000039483,321.459,317.966,357.187,369.723,341.767,334.793
ENSMUSG00000039485,416.593,444.681,423.409,406.703,505.518,460.261
ENSMUSG00000039488,15.7578,8.25886,25.7066,6.66167,29.1753,9.07297
ENSMUSG00000039496,23.1115,28.0801,23.0007,35.5289,10.003,22.6824
ENSMUSG00000039497,169.134,194.083,175.888,200.961,164.215,156.055
ENSMUSG00000039501,3668.39,3937.91,3551.54,4504.46,4100.38,3782.6
ENSMUSG00000039509,318.969,337.266,363.428,391.563,367.916,307.15
ENSMUSG00000039512,1032.66,1055.48,989.029,1136.93,1118.66,1066.98
ENSMUSG00000039515,2167.23,2357.09,2408.32,2490.37,2616.62,2341.74
ENSMUSG00000039519,3598.04,3172.23,4809.85,2905.6,2890.02,4811.4
ENSMUSG00000039521,27.5045,37.4741,26.3617,29.0604,23.8772,31.361
ENSMUSG00000039523,1327.86,1326.37,1248.8,1355.65,1347.07,1341.89
ENSMUSG00000039529,476.937,507.92,381.54,648.403,465.138,473.609
ENSMUSG00000039531,425.462,360.912,474.897,440.781,434.295,416.449
ENSMUSG00000039536,1473.88,1517.17,1534.28,1498.87,1529.62,1426.27
ENSMUSG00000039542,161.78,202.342,146.122,243.151,269.187,185.089
ENSMUSG00000039543,37.8188,23.9507,43.2954,28.8673,30.0089,19.9605
ENSMUSG00000039556,50.1553,44.9292,46.2162,50.6824,54.4986,42.4963
ENSMUSG00000039568,955.975,995.193,984.971,992.589,867.757,816.567
ENSMUSG00000039577,38.8693,65.245,48.7073,81.0503,100.863,74.3984
ENSMUSG00000039578,523.159,520.308,533.075,437.45,535.16,507.18
ENSMUSG00000039579,81.9407,49.5532,82.5318,82.1606,55.8499,78.9349
ENSMUSG00000039585,2025.36,2185.11,1934.67,2391.28,2768.8,2265.32
ENSMUSG00000039599,987.381,859.665,946.81,930.734,955.302,986.982
ENSMUSG00000039601,389.743,350.176,366.658,386.377,423.459,393.767
ENSMUSG00000039607,889.792,927.469,837.495,1064.76,673.533,827.454
ENSMUSG00000039611,461.179,452.586,499.25,443.001,500.982,457.277
ENSMUSG00000039615,1119.11,1244.94,1242.51,1194.59,1312.55,1182.64
ENSMUSG00000039616,334.065,376.603,405.893,357.509,337.599,357.475
ENSMUSG00000039617,147.597,133.254,155.424,148.091,169.312,148.418
ENSMUSG00000039620,79.8397,119.753,93.3557,86.6018,85.0252,111.598
ENSMUSG00000039621,276.287,343.568,262.478,301.996,420.125,371.086
ENSMUSG00000039623,529.463,546.737,577.723,561.801,597.676,506.271
ENSMUSG00000039628,35.7178,30.5578,35.1775,37.7495,30.0089,19.9605
ENSMUSG00000039629,158.629,218.86,200.241,212.063,160.047,137.909
ENSMUSG00000039630,7690.86,7121.36,7105.33,6993.76,6863.16,7402.76
ENSMUSG00000039632,53.5766,65.245,35.1775,45.5214,58.3506,36.2919
ENSMUSG00000039633,356.127,247.766,373.423,308.658,236.737,308.481
ENSMUSG00000039634,203.802,230.422,170.475,214.284,270.913,292.15
ENSMUSG00000039637,888.74,1061.26,855.084,969.274,1146.17,915.464
ENSMUSG00000039639,408.653,384.863,362.599,534.044,736.052,529.862
ENSMUSG00000039640,2532.27,2435.48,2532.3,2348.23,2525.73,2385.29
ENSMUSG00000039646,834.085,919.211,920.027,921.531,926.108,937.238
ENSMUSG00000039648,1345.72,1224.8,1562.7,1300.13,1380.4,1259.32
ENSMUSG00000039652,1488.59,1237.18,1424.69,1176.9,1282.05,1139.57
ENSMUSG00000039653,18.9094,17.3436,18.9417,42.1906,42.5126,29.0335
ENSMUSG00000039656,828.859,816.802,944.381,914.87,896.101,900.043
ENSMUSG00000039660,449.375,397.333,385.559,373.524,383.046,425.194
ENSMUSG00000039662,1884.61,2019.27,2038.94,1903.04,1909.73,2020.58
ENSMUSG00000039670,203.801,171.784,230.007,153.219,157.547,194.162
ENSMUSG00000039671,2314.31,2608.15,2204.01,2684.65,2278.17,2335.39
ENSMUSG00000039678,3369.03,3207.75,3694.99,2908.93,3027.56,3095.7
ENSMUSG00000039680,1104.7,1119.24,1175.53,1561.34,1548.86,1353.74
ENSMUSG00000039682,6662.54,6325.29,7597.03,5463.67,6507.76,7053.4
ENSMUSG00000039683,117.658,147.008,131.239,198.74,221.732,152.426
ENSMUSG00000039684,424.573,309.33,344.896,288.281,263.352,330.519
ENSMUSG00000039686,929.716,1161.2,1112.15,1193.55,1166.19,1035.23
ENSMUSG00000039693,51.4756,46.2496,101.474,63.2859,70.0207,75.3057
ENSMUSG00000039697,2217.64,2595.75,2829.1,2743.5,3137.56,2861.61
ENSMUSG00000039699,8.40418,27.2542,9.47087,13.3233,10.003,20.8678
ENSMUSG00000039701,1049.47,1113.3,1014.74,1044.77,1085.32,1233.02
ENSMUSG00000039703,1674.54,1770.66,2143.1,1670.97,1662.15,1649.49
ENSMUSG00000039704,4946.91,4449.03,5171.16,3601.71,4347.17,4662.64
ENSMUSG00000039706,253.176,208.949,201.594,243.151,187.556,271.282
ENSMUSG00000039710,329.864,502.139,144.769,1380.08,2546.58,1105.09
ENSMUSG00000039713,668.134,673.925,699.492,715.02,731.05,585.206
ENSMUSG00000039715,318.308,296.493,288.185,304.216,302.59,261.302
ENSMUSG00000039725,152.396,196.18,190.532,194.6,197.295,210.897
ENSMUSG00000039735,2634.71,2230.69,2754.72,2261.63,2385.75,2479.61
ENSMUSG00000039737,139.72,178.391,132.592,178.755,150.044,175.108
ENSMUSG00000039738,1437.12,1512.19,1467.99,1596.57,1627.98,1510.64
ENSMUSG00000039740,853.023,808.543,794.2,722.791,804.406,822.919
ENSMUSG00000039741,1034.77,1272.7,1059.39,1074.75,1121.99,1212.15
ENSMUSG00000039745,328.813,284.104,319.304,224.276,201.726,247.692
ENSMUSG00000039747,72.486,101.584,74.414,123.241,112.533,79.8421
ENSMUSG00000039753,1365.68,1304.07,1346.21,1135.82,1184.52,1291.08
ENSMUSG00000039754,104.002,91.6734,93.3557,103.256,114.201,103.432
ENSMUSG00000039756,577.788,562.429,543.898,590.669,544.328,532.583
ENSMUSG00000039759,170.185,193.257,175.888,164.321,158.38,166.943
ENSMUSG00000039763,420.209,376.605,415.365,438.561,400.117,464.536
ENSMUSG00000039765,611.404,594.639,661.608,552.919,573.504,571.597
ENSMUSG00000039768,1001.15,1143.85,1151.39,1135.81,1218.69,1065.16
ENSMUSG00000039770,703.848,582.251,599.37,657.283,559.333,587.93
ENSMUSG00000039771,408.803,396.822,387.818,350.218,420.263,436.089
ENSMUSG00000039774,30.4651,30.5578,36.5305,53.2934,62.5185,35.3846
ENSMUSG00000039781,119.759,145.356,140.71,169.873,139.208,145.168
ENSMUSG00000039782,1225.96,1318.93,1342.15,1170.17,1306.82,1532.4
ENSMUSG00000039783,2490.8,2291.01,2577.41,1384.52,1392.91,1767.41
ENSMUSG00000039789,342.471,277.497,285.479,299.775,305.924,314.832
ENSMUSG00000039795,455.562,411.93,469.637,376.644,362.191,394.397
ENSMUSG00000039801,874.293,989.361,864.759,1072.26,927.362,969.832
ENSMUSG00000039804,721.71,730.082,707.609,811.613,815.239,787.538
ENSMUSG00000039810,274.186,286.582,262.478,308.861,259.243,262.975
ENSMUSG00000039813,260.529,345.22,247.595,374.164,308.425,310.296
ENSMUSG00000039824,157.578,181.695,197.535,175.424,160.881,164.221
ENSMUSG00000039826,443.321,417.027,426.189,407.472,435.055,458.087
ENSMUSG00000039828,252.125,287.292,247.596,240.93,231.511,254.844
ENSMUSG00000039831,2555.93,2917.87,2539.55,2526.99,2357.36,2694.67
ENSMUSG00000039834,560.753,587.342,684.707,708.718,714.426,593.945
ENSMUSG00000039835,1159.78,1517.98,1351.63,1464.45,1725.51,1507.92
ENSMUSG00000039840,1491.74,1646.81,1519.39,1643.21,1576.3,1605.92
ENSMUSG00000039841,504.11,527.648,474.896,496.295,444.297,499.92
ENSMUSG00000039842,198.549,237.855,219.183,239.82,262.578,167.85
ENSMUSG00000039844,2111.55,2222.47,2314.95,2401.54,2458.24,2315.41
ENSMUSG00000039849,1218.64,1396.18,1255.47,1303.11,1129.36,1200.36
ENSMUSG00000039850,310.954,384.037,300.362,336.415,314.259,320.276
ENSMUSG00000039852,5622.27,5977.7,6334.59,7454.38,6627.58,6334.79
ENSMUSG00000039853,43.3436,38.3039,36.6037,28.8812,51.5109,30.2965
ENSMUSG00000039865,310.954,295.983,288.185,381.579,417.443,333.57
ENSMUSG00000039873,32.431,26.9473,31.5678,30.5149,41.7146,37.654
ENSMUSG00000039878,483.242,436.893,414.011,661.729,751.054,666.865
ENSMUSG00000039879,1211.25,1050.53,1229.86,1039.22,1020.3,1018.89
ENSMUSG00000039886,1055.78,949.771,1201.45,828.269,861.085,929.975
ENSMUSG00000039887,213.256,216.382,188.064,164.321,190.056,214.122
ENSMUSG00000039899,86.1428,94.151,64.9431,114.359,104.198,76.213
ENSMUSG00000039901,434.916,398.077,411.306,436.34,454.301,410.098
ENSMUSG00000039903,57.7787,50.379,47.3543,44.4111,69.1872,69.8619
ENSMUSG00000039908,231.115,220.512,221.889,242.041,275.915,212.307
